company,rating,text,date,city,contributor_id,reviews,sentiment_score,sentiment_label
Synechron,5,"Synechron ascends office infrastructure and environment was very good and all facilities provided here was all good qualities. Campus was very large,healthy environment and polution free.",3 months ago,Pune,110380151943212501422,6,0.8653,positive
Synechron,5,"Beautiful campus, all amenities including Gym, state of the art infrastructure, ample parking, huge cafeteria, games and much more...",2 months ago,Pune,112522609375831237558,74,0.7351,positive
Synechron,5,Here's a glimpse of our amazing office building.,2 months ago,Pune,100886179855982842132,24,0.5859,positive
Synechron,5,"I have been working at Synechron full-time for more than Seven years. One of the best company to work and blossom your career. The work environment is best, and you will always get a chance to work on the new technologies and training also provided. Synechron still offers the best salary compared to other companies and the salary hike is also good. Awesome infrastructure. Cab and Bus facility is impressive at nominal charges.",5 years ago,Pune,109375376949117619530,15,0.9744,positive
Tietoevry,4,"Great Eon IT Park in Kharadi  ....world class facilities..... Multinational companies are growing rapidly as days are going....just amazing and naturally developed.... Great organization like ZS Associates, Mphasis, Tieto, Veritas, Vodafone, QSG Resources, and many more....also has great food cafeterias in each of the organization...for their respective company employees..",6 years ago,Pune,117332201753027393908,322,0.9723,positive
Tietoevry,5,Beautiful infrastructure with the elegance of nature inside the eon IT park. The whole park is well planned designed to function for modern days.,a year ago,Pune,115861731011360468925,22,0.8442,positive
Tietoevry,3,"This could be a best MNC one would like to work with. Located in EON Phase I building Cluster D. Gives good appraisal apparently to their employees. People seem to be working
For like last 10-12 years in the same company",5 years ago,Pune,114928812771965667216,145,0.9022,positive
Tietoevry,4,"Hello readers. Let me first tell you I don't travel by Uber ola or auto directly. I travel by public transportation which I feel cheap and faster than others.
I visited Tieto on 3 Rd Oct from Mumbai. Boared shivneri or any other ST bus that would drop you to Pune railway station.
Right outside the bus station you will find local city public transportation buses. Get into kharadi Goan bus and from khradi Goan it is 800 meters walk. You can get auto in worst case.
Get down at EON free zone and go to cluster D.",5 years ago,Pune,118171369187602337736,43,-0.4404,negative
Tietoevry,1,"Worst internal process and ethics of any company I have given interviews so far. I am mentioning my experience and suggestions in the points below.

My experience:
1) I got a call from HR for a vacancy and we discussed everything including skills set, experience and required package.
2) I have given three rounds of interviews i.e. 2 technical, 1 managerial and spent almost 3 hours of mine.
3) Had to follow up all the times for feedback.
4) Cleared both of the technical rounds and the managerial round was good, The hiring manager provided all the details regarding company and project(s) but at the end he asked for package negotiation which was completely disgusting as the package was discussed from the beginning.
5) I had to again ask for feedback but the HR who was handling my candidature resigned in between and didn't respond then after 3-4 days I got contact of another HR, she also didn't share the feedback then again I had to call the very next day.
6) She told me that you did not receive positive feedback in the managerial round and when I asked for the reason, they didn't share anything.

Suggestion:
1) If the company and project is not having that much budget then HR and HM should not shortlist the respective candidates and should not waste their time.
2) Internal communication and process should be improved in terms of hiring.
3) Technical interviewers and managers should not ask for packages and negotiations.

Think before wasting your time with such companies.

Good Luck!!",a year ago,Pune,101528079709053581133,3,-0.8236,negative
Tietoevry,5,"Tietoevry is the best company for anyone to looked up on it, They provide excellent work life balance and great value towards there employees.",6 months ago,Pune,112214535585345239974,11,0.9371,positive
Tietoevry,5,"1.The organization is excellent in terms of work life balance.
2.They believe in upgrading their employees with latest certifications and technologies and offer great platform for the same.
3.Management is approachable and takes employees asks or queries in consideration.
4.No micro management at all.
Overall a great company to be associated and work with.",2 years ago,Pune,103399345977979154528,3,0.9169,positive
Tietoevry,5,Work life balance.. employee friendly,5 months ago,Pune,118162019611675035975,3,0.4939,positive
Yardi Systems,1,"Had the worst recruitment process ever. Spent the entire day just for the Pre-HR and Technical rounds. During the technical round, each candidate was given only 2 minutes since it was already late. I was asked just one question, and as soon as I finished speaking, I was sent off. Extremely unprofessional recruitment process. Highly disappointed.

I wish there was an option to not even give one star for the rating.",a week ago,Pune,103522164368039151377,3,-0.8445,negative
Yardi Systems,1,"Don't even wish to give that one star also
Poor management
I was called for an interview via mail but when I reached there, HR informed me that the director Mam (Aarty Sonambekar Deshmukh) who was supposed to take the interview did not read the interview scheduled mail. This is a totally unprofessional behaviour of her being a director there!
The HR again called me the next day and the interview was conducted 1 hour later than the scheduled time. No time management!
During the interview I felt she deep digged unnecessarily into my personal issues which none other interviewer asked me about.
Thank you for wasting 2 days of my office.",7 months ago,Pune,100332109353679356306,10,-0.8922,negative
Yardi Systems,1,Hr behaviour was a very rude attitude problem she said you look not happy like hr is making fun of interview candidates.Scam is done by Yardi since past 3-4 years.They post job opening and for sake of taking interview they are conducting for crowd gatherings.Pathetic people investing huge time for career.for 1 job  opening 100-200 people were interviewed.,7 months ago,Pune,109954085746780199596,327,-0.697,negative
Yardi Systems,1,"Company culture not good. Employees often feel demotivated and disengaged due to the negative atmosphere perpetuated by the Seniors who have been with the same organization for over 12 years.
I recommend guys please dont join Yardi.
It’s manipulating with many candidates  career.",10 months ago,Pune,107701475142967368210,2,-0.6902,negative
Yardi Systems,1,Company culture was not good hr was very rude and insulting. They call me for Sr. Audit Specialist after clearing 2 rounds they told me that we are looking for data entry position.,9 months ago,Pune,100051865828627090117,1,-0.8467,negative
Yardi Systems,1,"Worst management....Fresher as well as experienced guys don't left your previous organization to join this fraud company if you want to secure the future
They are just playing with employee mindset.....Work culture is worst ever I seen.
No cab service 9 to 6 shift is only for name & even lady employees have to work more than 12 hours. Never false for their payment policy, you will ruine your whole work life balance",a year ago,Pune,104981660817270993579,26,-0.8442,negative
Yardi Systems,1,"Fraud Company! Applied for Consultant position there! I was called for interview cleared Pre HR round then Technical Round was conducted by Mr.Kunal Pokale...After interview he immediately said Good from his side and that we can proceed further with Managerial Round!
And then after 5 min Mr.Pokale said that Manager isn't available today will Call/Email you back later!
And now after following up for 20 days they say I was not selected in Technical Round itself!!
This was very unprofessional by Yardi Team & Mr.Pokale, he being a CA should have maintained professional attitude and ethical behaviour in the hiring process!",a year ago,Pune,113996040178275297373,5,-0.4517,negative
Yardi Systems,5,"Very nice place, I am very happy",3 months ago,Pune,113129738728300918050,4,0.7956,positive
Red Hat,5,An awesome place to work for. I have worked there for sometime 1.5 years. The place is awesome the redhat building tower 10 view is awesome. Also the magarpatta city is one of the great place to be.,5 years ago,Pune,108017332253857784137,216,0.9545,positive
Red Hat,4,"The infrastructure of this place is very attractive, and the management and security is very good. You have to show proper ID like PAN card to get entry. The offices inside are named based on historical places like, Sindhudurg, LauhGadh etc.",6 years ago,Pune,100973707054342048655,37,0.915,positive
Red Hat,1,I am Azizurrahman from Delhi. My friend has given an interview online and he is selected. But the company is charging 1.12 lpa for security purposes. Is this right please tell me because I don't know about the company.,7 months ago,Pune,103397037039915458593,2,0.7992,positive
Red Hat,5,Though the attached photos are from the tech park. The working environment in Redhat is awesome.,5 years ago,Pune,105212848642191350292,61,0.6249,positive
Red Hat,5,"Best places to work, good infrastructure, great office and friendly staff.",2 years ago,Pune,108566139035380313803,32,0.9371,positive
Red Hat,3,"Great company to work with. Everyone's dream to work with them but they should streamline the interview process and try to give an opportunity to deserving candidates to appear in interview. However, they rarely do that.",a year ago,Pune,113712728350606394292,194,0.775,positive
Red Hat,5,It a wonderful office and staff too...,4 years ago,Pune,106068009404161417734,228,0.5719,positive
Red Hat,5,Working with Red Hat for 4.8 years has provided me with invaluable learning experiences from colleagues and management.,5 months ago,Pune,108390871378232087989,258,0.0,neutral
Veritas Technologies,3,"Product based IT company located in Baner, Pune. Mainly into storage domain. MNC company. Good work. Good people. Nice work culture. Lots of scope to learn for people who have actual interest in development. Nice infrastructure. Work culture also good. Pantry available. Snacks, tea, coffee available all the time at Pantry. Parking available.",5 years ago,Pune,115355672432772991218,257,0.946,positive
Veritas Technologies,5,"Awesome place for work. It's my dream company. Veritas is one of the employees based environment company. They trust on the employee. Those people who are working in this organization,they celebrate every festival and work like a family. There environment and culture are awesome. People are so friendly and open. Proper parking is available for employee. So in a simple word I can say it's perfect IT company as per employee point of view.",6 years ago,Pune,109902559453252881399,38,0.9845,positive
Veritas Technologies,5,This company merged with the latest cohesity company lastly. It is good to get a job.,a month ago,Pune,112295519292493400008,18,0.4404,positive
Veritas Technologies,5,Awesome place to work! Very good work culture. Colleagues are so friendly and supportive.,6 years ago,Pune,100989485966086341846,6,0.9345,positive
Veritas Technologies,5,"Best experience so far, visited for a hackathon, the friendly atmosphere here and the hospitality is un matched.",a year ago,Pune,112853897130444501649,63,0.8126,positive
Veritas Technologies,5,"Safe and great place to work in, superb view",2 years ago,Pune,106177622636217892790,53,0.9022,positive
Veritas Technologies,5,"One of the best offices in pune. World class setup, staffs and facilities. Amazing company with super talents to work with. No ends to your learning capabilities.",a year ago,Pune,107230833521809122958,11,0.9287,positive
Veritas Technologies,4,"When I give 4 stars or more, I have no  very little to complain. What I feel about it is a completely technology office with all new facilities. You will also love surroundings. It's chilling and happening all the time. 😎",a year ago,Pune,111600676837229525835,11,0.0352,positive
TCS,5,It is so vastly spread in the area. The architecture is divine. The place is 10 mins walking from western express Highway metro station or gundavali metro station.,a week ago,Mumbai,114898317634088900278,19,0.5574,positive
TCS,5,Place is good and it has good vibe...not too crowded hence its more nice...people are good they gel with each other pretty well.,6 months ago,Mumbai,108299233605531180632,26,0.9186,positive
TCS,5,Absolutely amazing place to work. Large green area amid urban City in Andheri. Very well connected with Western railway and Metro,8 months ago,Mumbai,108384190117907800588,28,0.7569,positive
TCS,5,"This a company Tata consultancy services private limited.

Am not worked here but am leave this company near.

And company is a very longest and security systems is very power full am not enter in gate on office but am looked this company daily after dinner walk .

I have some pictures company since night time
Upload you cam see ..

This company near red bus stop shivneri bus stop, there bus stop is too good here sitting system available here.

This company near JK residency distance 100M, there OYO room available .

Ok thanks",6 years ago,Mumbai,107868614066712089593,16,0.8517,positive
TCS,5,"Very difficult to beat the location. Bang at Western Express Highway. Connectivity with road is excellent. Walking distance from Metro. The gate is generally closed, understandable. However staff is very helpful. Inside the campus is very spacious and lush green.",5 days ago,Mumbai,114942334649177279425,155,0.6124,positive
TCS,1,"Worst security. They have rude security my mom came with me on first day and they didn't allow her to sit in inside waiting lounge instead asked her to leave. I wonder if Tata Sir comes for surprise then the security would treat the same?
Management take this in serious note and train your security to be compassionate",a year ago,Mumbai,105275254939701248991,74,0.7457,positive
TCS,5,Loved the greenery over the walkway place.,2 months ago,Mumbai,106096869920221972715,10,0.5994,positive
TCS,5,Tata consultancy services is a branch of Tata IT sector Tata consultancy services have so many branches in India and across the India I'm working as a chiller operator in Tata consultancy services banyan park Andheri East atmosphere is good and security checkpoint and safety point is high leve clean and good all things going professional,a year ago,Mumbai,106617360415978346435,147,0.9136,positive
Infosys,4,"Infosys Vikhroli office is situated in a good location..The atmosphere of working is also good, and seats are only 150-200. Usually the office is full 75-80 percentage. You get a good view from the windows of the Navi Mumbai and the green area of mangroves. Washrooms, dining area are clean",a year ago,Mumbai,103082340974169098402,201,0.886,positive
Infosys,4,"Great place to work, having good views and good seating arrangement",a year ago,Mumbai,112632067238958532520,34,0.872,positive
Infosys,5,Very nice and beautiful environment of office,a year ago,Mumbai,101484258271346335592,85,0.8051,positive
Infosys,4,Good location but small capacity of office,a year ago,Mumbai,117162651309953195002,93,0.2382,positive
Infosys,5,Great place to work. Great location,a year ago,Mumbai,104905304684432860210,2,0.8481,positive
Infosys,4,Good organization and work life balance,a year ago,Mumbai,115034551622685916393,32,0.4404,positive
Infosys,5,Dream comes true.....Love INFY,a year ago,Mumbai,103942044922953620093,18,0.25,positive
Infosys,5,Good place to work,a year ago,Mumbai,116641373007132948683,33,0.4404,positive
HCL,5,"Good place, but it is a corporate house you go for interview & stuff. “it is not a service center ”",4 years ago,Mumbai,106824787668896857654,58,0.2382,positive
HCL,4,Nice And peaceful place to work....,5 years ago,Mumbai,109896522066402405522,66,0.7184,positive
HCL,4,"Had an interview for HCL on saturday at HCL comnet , facility is good, having good number of work station. Don't know much about culture and value of company but one thing is sure HRs are not so good. No cooperative at all.",5 years ago,Mumbai,111256574226155072899,93,0.9215,positive
HCL,2,Place was awsum but I went for interview they said I cleared 2 round by didn't called back,6 years ago,Mumbai,110719935651175595204,18,0.1531,positive
HCL,3,No canteen. But on walkable distance from midc bustop,5 years ago,Mumbai,105657745214422400838,106,-0.1531,negative
HCL,5,Best place to work !!!! I work in HCl comnet for last 6 years awesome experience.,6 years ago,Mumbai,101174438943732484241,10,0.8877,positive
HCL,4,A very nice area and the interior of the building is quite good,3 years ago,Mumbai,108683939937297239444,11,0.742,positive
HCL,3,Alight at tunga paradise bus stop. It is near from there,6 years ago,Mumbai,106662810454911390945,14,0.4588,positive
Tech Mahindra,5,Best place to work,5 years ago,Mumbai,113130775234852694630,87,0.6369,positive
Tech Mahindra,3,"Lot of co-operate office here maily BPOs,

It is now renovated and the experience is good.

There are lot of moves shot in this building as hotels and hospital.

There should be some eateries allowed in here as employees working in this building has to hunt out side to get a bit or depend on cafeteria in side the office.",a year ago,Mumbai,100370167781697275851,165,0.4404,positive
Tech Mahindra,1,"I wish if there was an option for 0 star here for this organisation. Really a pathetic organization to work with that has no proper management. They treat employees as trash. They say 9hr 30 mins shift but you need to make sure you login 1hr prior your shift start (even for WFH employees) and sit for 3hrs (additional) post shift most of the day if the whole team didn't achieve the target together. If we didn't will to sit post shift, our TL threatened us stating he'll make sure we lose our job. But  you get paid for 9hrs 30 mins only. If you're in need of urgent holiday, you won't get it. Reason - BUSINESS REQUIREMENTS. But the fact is many employees bare resigning. Great incentive amount and salary but unachievable targets. I'll share my personal experience regarding salary. On March 2021 I hit a huge incentive amount. On the end of the month of September, I received salary with 4k deduction. On checking with my TL, he said the organisation paid me 4k extra in March incentive by mistake so they deducted it this month. During my FNF they tried to deduct the same amount of 4k again until I got it rectified. Do y'all even keep any updates on what y'all do?? The new HR is a complete idiot. I consulted her regarding issues at this organisation. All i got to hear is robotic responses. All she spoke is about professionalism and my work performance. When i told her that the music played at workplace is unprofessional, she said such songs are completely fine at workplace. Seriously! Naach Meri Raani and Munni Badnaam songs are okay to be played at workplace? Why don't y'all get bartenders and bar dancers at workplace? I informed about me being bullied at workplace, but she said that's how friends be. But I didn't knew those employees but its okay for them to bully me during work? Leave that, the desktop they provide are of ancient period it seems. System issues all the time. In 8 months of WFH i had to replace my system 5 times. I wanted to replace it the 6th time as well but my TL was not willing to help me and forced me to work on the technically broken desktop. I had to travel to and fro from Ola for system replacement as the system were too heavy. But this company didn't care about reimbursing or even arranging pick up & drop. I have lot more to say about this organisation but Google Reviews have word limit or else I would have posted a novel here itself.",2 years ago,Mumbai,104705867973430632501,20,0.3851,positive
Tech Mahindra,5,One of the best places i have worked,4 years ago,Mumbai,109718581275200563634,133,0.6369,positive
Tech Mahindra,1,0% Job Security with Rude and Judgemental Trainer who starts judging you within 2 days of Training.,a year ago,Mumbai,101372782277989363661,1,-0.1531,negative
Tech Mahindra,1,Worst company ever,2 weeks ago,Mumbai,113627454374940314980,4,-0.6249,negative
Tech Mahindra,5,I'm working with TechM since last 7 years. UK shifts. Fantastic management. Great place to work,a year ago,Mumbai,105568472617744572871,30,0.8271,positive
Tech Mahindra,5,"My workplace.
Best workplace to work with.
Management is always supportive.
Didn't let do any employee in touch COVID situation as well",3 years ago,Mumbai,109174258624218442671,47,0.8176,positive
Oracle,4,"Pretty good location, nice office space with limited siting capacity",4 months ago,Mumbai,111241141685932271674,113,0.7906,positive
Oracle,5,It's a software company and there are many other companies here in this building. In the ground floor you would find lot of restaurants and also if you wish to wait for sometime for someone there is ample place to sit or have a stroll.,9 months ago,Mumbai,116140050281838268012,76,0.4019,positive
Oracle,5,Good place to work,3 weeks ago,Mumbai,101891940086128772783,8,0.4404,positive
Oracle,4,Beautiful office but if you are going for a meeting better go 15-20 minutes early. Multiple security check point. You would need a building pass and then an Oracle visitor pass. So it takes time to get into the meeting room. And they are quiet strict about the security.,6 years ago,Mumbai,102639772487863856853,49,0.91,positive
Oracle,5,"Emerging technologies are disrupting old paradigms and unleashing new
opportunities. Oracle has embedded innovative technologies in every
aspect of our cloud, enabling companies to reimagine their businesses,
processes, and experiences. And the world’s #1 database is now
autonomous, allowing enterprises to innovate at the speed of a startup.",6 years ago,Mumbai,115582367614305241521,121,0.8271,positive
Oracle,4,"Oracle is best event for the mySQL. The better place for event, program.",a year ago,Mumbai,113944427425559982651,26,0.7964,positive
Oracle,5,Awesome Place. One of the best company in India.,4 years ago,Mumbai,105507953366760193149,106,0.8519,positive
Oracle,5,Nice Office place 🤗,a year ago,Mumbai,110362070017375524067,3,0.4215,positive
Cognizant,5,"Great Place to work. Though the company is very huge and has big name, again it all depends on the project and people you work with. What I experienced here is this company has good projects and dedicated team working towards it. Overall great place to learn and grow.",2 years ago,Mumbai,114457742107515819577,28,0.9493,positive
Cognizant,4,Nice office. Scenic view esp in monsoon. Staff is well trained. Ample free parking. But sometimes stingy due to water leakage. Great employee friendly company but the interaction amount it support team and developers is difficult to initiate at times.,6 years ago,Mumbai,100148737833591304557,81,0.9091,positive
Cognizant,4,The place has its own aura behind the business Park you would see a mountain view which is even more beautiful in rainy season and in front will be a bunch of hiranandani towers so cool place over all near to hiranandani gardens and galleria,8 years ago,Mumbai,106231430846605858425,10,0.7664,positive
Cognizant,4,The facility is good and posh but a bit old.. connectivity to this location is not so flexible...Big downside is lavatories in the facility are not enough for that many people.,6 years ago,Mumbai,111534740269262333391,19,0.5218,positive
Cognizant,5,"One of the most ethical and employee friendly IT companies to work in. Has great work culture, non hierarchical ecosystem and systematic career growth plan.",6 years ago,Mumbai,100413512396014610591,36,0.9259,positive
Cognizant,5,Neat and clean environment. Lift is fast so u dont feel delay. Has one big automatic door.,7 years ago,Mumbai,109344372541936323983,31,0.7861,positive
Cognizant,4,Visited this place for some official purposes. Gets best view during monsoon season. Watching powai from here is different level of experience.,6 years ago,Mumbai,104179311559445535202,27,0.6369,positive
Cognizant,5,"Love this place , it has an aura that is rarely found, the high end buildings are not only defining royalty but also an eye candy for us...",5 years ago,Mumbai,104387165865003134629,3,0.3818,positive
IBM,5,My overall impression of IBMS has been positive. The staff have provided incredible facilities and have been helpful in every way. It has made both my work and studying really simple. The facility is welcoming and a fantastic place to complete your certifications. I will undoubtedly recommend it to any working professionals who also desire to study.,2 years ago,Mumbai,114280965346766791066,3,0.9584,positive
IBM,5,"IBMS is a really competent Institute, and I completed my master's there. The instructors are very kind with their time and criticism and are well qualified academically and professionally.
The administrative staff is incredibly helpful and supportive.",2 years ago,Mumbai,108598432991698304421,3,0.8762,positive
IBM,5,im pradeep Deswal from New Delhi best place to learn and complete your study dream i done MBA in  retail & marketing. gotta the best job and specially thanks to Mr. Prashant sir who helped at every time. thank you ... IBMS thank you team.,4 years ago,Mumbai,109181545591712987284,1,0.9538,positive
IBM,5,I'm Pratik vakhariya from Mumbai best place to learn and complete your study dream I have done Graduation in BBA gotta the best job and specially thanks to Mr. Prashant sir who helped at every time. thank you ... IBMS thank you .,3 years ago,Mumbai,103667263372961860816,6,0.9538,positive
IBM,5,IBMS Ranked as one of the best business schools in Global...,2 years ago,Mumbai,105016035757392014632,5,0.6369,positive
IBM,5,"MBA best institute to learn, Grow syllabus is on practical experience.",5 years ago,Mumbai,113646960807553511596,7,0.6369,positive
IBM,5,Very nice institute,4 years ago,Mumbai,108822575024799149761,17,0.4754,positive
Infosys,4,"New shop but it is hardworking person and good behaviour,ectronics item and repair available.",5 years ago,Ahemdabad,111659887774044657521,85,0.5927,positive
Infosys,5,"Good place for laptop accessories, repair",5 years ago,Ahemdabad,101867877054956724842,21,0.4404,positive
Infosys,5,Excellent services for mobile repairing....,7 years ago,Ahemdabad,101133627576117916238,13,0.5719,positive
Infosys,5,All mobile & Laptop services available,5 years ago,Ahemdabad,117263021079249804624,31,0.0,neutral
Infosys,1,Most expensive the market prize,3 years ago,Ahemdabad,113242932626787778944,1,0.5106,positive
Infosys,2,Nice cooperative staff,7 years ago,Ahemdabad,106007941645150169164,130,0.4215,positive
Infosys,3,Nice shop,6 years ago,Ahemdabad,109578787032994244367,32,0.4215,positive
Wipro,5,Small and old but very good.,a month ago,Ahemdabad,101641785154376864020,15,0.6474,positive
Wipro,5,Best place to work in middle of city and its my company.,a day ago,Ahemdabad,117476866668384489914,15,0.6369,positive
Wipro,5,It's Wipro ahmedabad office ✨,2 years ago,Ahemdabad,105880306943700999445,6,0.0,neutral
Wipro,5,Good Org On good location,6 years ago,Ahemdabad,100609762813598180952,214,0.7003,positive
Wipro,5,Best It company In India,7 years ago,Ahemdabad,103052939379425723012,1,0.6369,positive
Wipro,5,Very easy to find,7 years ago,Ahemdabad,113382418712785154543,57,0.4927,positive
Wipro,5,It's Wipro ahmedabad office.,2 years ago,Ahemdabad,104914599700818197232,231,0.0,neutral
Wipro,4,Very Small branch,6 years ago,Ahemdabad,100206487169346303007,107,0.0,neutral
HCL,5,"I recommended hcl tech anand for pte exam. It's wonderful, polite and helpful staff. One thing wondering that exam room full of sound proof and proper partition between every exam candidates.",a year ago,Ahemdabad,105403473618626562357,48,0.8074,positive
HCL,3,Anyone work here now?,11 months ago,Ahemdabad,113624606485185018493,6,0.0,neutral
HCL,1,Wrong interpretation on maps. It's too difficult to find its proper place.,6 years ago,Ahemdabad,115017518186421710483,53,-0.6808,negative
HCL,1,This is very bad company for interview.. never go for interview...,6 years ago,Ahemdabad,104943850200240588316,1,-0.5849,negative
HCL,5,Awesome work place..,7 years ago,Ahemdabad,115807190765067727798,22,0.6249,positive
HCL,5,I want hr number please,4 years ago,Ahemdabad,101708446126271613524,1,0.4404,positive
HCL,5,Nice work,6 years ago,Ahemdabad,110516868654907503458,50,0.4215,positive
Tech Mahindra,1,Very bad experience.............. Tech Mahindra staff........noor ....Hr .. behaviour issue........,3 weeks ago,Ahemdabad,105023845009732999207,2,-0.5849,negative
Tech Mahindra,1,Giving 0 star but for a feedback giving you a one star HR - Nilam has a so arrogant behaviour with interviewer candidates she reject 7 member in interview without taking a interview she is Anpadh zahil gawar pls change the staff,11 months ago,Ahemdabad,104413368265580566062,1,-0.7162,negative
Tech Mahindra,1,Security suff has bad behaviour and HR : Nilam medam they play with the interviews and spoil the carriers pls take strict action against her she is dereput the Mahindra company,11 months ago,Ahemdabad,112743544034215662916,2,0.1531,positive
Tech Mahindra,1,"Stuff has a so bad behaviour
Here is the one HR : Nilam mem they used their power and position to spoil a right candidates carrier
They pased me for interview in a 1st round after they they told me wait for outside and suddenly they told me you are failed now you can go.. without taking interview for a second round.. because of their personal issue they target the interviewrs and spoil a carriers and try to satisfy her ego...pls take a stirct against her beacuse she is the not right person to do a job for human resources she is doing a dereputed the big name of mahindra and groups",11 months ago,Ahemdabad,116295582423055022031,4,-0.6995,negative
Tech Mahindra,1,Good job ✨,4 months ago,Ahemdabad,113183721828756510345,3,0.4404,positive
Tech Mahindra,5,Good place to work,9 months ago,Ahemdabad,117422048779877552791,7,0.4404,positive
Tech Mahindra,5,Aaj mera tech mahindra company me interview tha.yha ka experience bhoot acha tha sare staff good behavior orr caring the apni duty ko lekrr. Sbse acha supportive work HR neelam mem ka tha.,4 weeks ago,Ahemdabad,110732808439639706574,2,0.8074,positive
Capgemini,5,"One of the best it company in the world.located in gift city gandhinagar,gujarat.",5 months ago,Ahemdabad,117740646557145921700,199,0.7964,positive
Capgemini,5,One of the best organization to work with. Employee friendly culture and you can literally chose the career you want. Especially the office in GIFT city has world class facilities one would always love working at.,2 months ago,Ahemdabad,102896006426846155090,1,0.948,positive
Capgemini,1,"Poor management, they won't see walk-ins. They develop softwares which shouldn't mean they do everything online.

Must be losing heaps of opportunities by locking their doors. It doesn't appear busy or important but it shows they're ignorant. VIP culture is out of my understanding.",2 months ago,Ahemdabad,104701156155554271550,6,0.5022,positive
Capgemini,4,"Location and office is good.
Building parking space very limited and need to park on the road or far away in the ground.",2 months ago,Ahemdabad,103845754691312146045,155,0.1796,positive
Capgemini,4,Good Location from Previous Office that Capgemini has chosen for Gandhinagar.,2 months ago,Ahemdabad,115154681092405255785,2,0.4404,positive
Capgemini,5,"Exceptional company with a supportive team, innovative solutions, and a strong focus on ethics!",2 months ago,Ahemdabad,107307327777757717609,1,0.8553,positive
Capgemini,5,Newly opened office of capgemini india pvt ltd.,a year ago,Ahemdabad,101043573152608610388,313,0.0,neutral
Capgemini,5,Great place to work,2 months ago,Ahemdabad,105561566610197815275,6,0.6249,positive
Oracle,5,"Beautiful interior and the LED outside the building steals the show.
The view at night is really awesome.
Nice Maintained.
Very good facility with world class interiors.",11 months ago,Ahemdabad,108255748154093678221,10,0.9055,positive
Oracle,5,"It's a good opportunity for the IT people having Oracle offices in Gujarat.

You can visit the GIFT city but can't visit any company without permission.",a year ago,Ahemdabad,102163687370089295372,113,0.633,positive
Oracle,4,Software company in GIFT CITY tower 1 at 23rd floor.,2 years ago,Ahemdabad,104649445699951404384,20,0.5622,positive
Oracle,1,"Very disappointed with the response from the HR department
I just wanted to confirm my registration but they were very rude and disconnected call in between.
They don't deserve even 1 star but as the review don't allow that I have to give one.",5 years ago,Ahemdabad,102356072411752445745,3,-0.8241,negative
Oracle,5,Nice place but the location of building is very very wrong! gift city is very bad,7 years ago,Ahemdabad,115995049256984536992,1130,-0.7118,negative
Oracle,5,Amazing amazing amazing building with latest technology implemented. Nice atmosphere around,6 years ago,Ahemdabad,100805588996343656353,56,0.9349,positive
Oracle,5,One of the best small office. Best working culture...,5 years ago,Ahemdabad,116795203514120009857,99,0.8555,positive
Oracle,5,Great view. Good place to work.,5 years ago,Ahemdabad,116236431559246066524,37,0.7906,positive
IBM,5,"IBM is beauty packed with surprises. Great place to work. Here managers hear your ideas and with flexibility in work life, one can really grow at their pace.",a year ago,Ahemdabad,100552051562009938529,9,0.9042,positive
IBM,5,"I have worked in IBM for almost 4 years, Such a good company, employee friendly, nice leave policies, flexible work environments, very less work pressure, lots lots and lots of scope and encouragement for Innovation, if you want to try your ideas you will get enormous support from everywhere, Not a big paymaster, normal hikes.. Job is highly secure, spends lot on employee development Internal and external trainings. Overall I had a very good experience with IBM. Wish to work for IBM again.",5 years ago,Ahemdabad,108274235897914220366,80,0.9705,positive
IBM,4,Great just office is not like office its just place where we can seat. No other facilities available.,a year ago,Ahemdabad,117062993341935734761,16,0.1999,positive
IBM,5,"It near to Nh, Just 400 meter from nh. Titanium building",6 years ago,Ahemdabad,101096939307140987417,63,0.7506,positive
IBM,3,Easy to find good parking facility,7 months ago,Ahemdabad,102098349402809800514,35,0.7003,positive
IBM,5,"Very good IT company.
culture is good and very liberal environment",2 years ago,Ahemdabad,117893597321852226381,352,0.7496,positive
IBM,5,I don't want to criticize my company's place!!!!,5 years ago,Ahemdabad,118415084774436670350,19,0.4819,positive
IBM,5,I work here and it's a lovely place to work in.,6 years ago,Ahemdabad,116694425062463892109,49,0.5859,positive
TCS,4,Nice ambiance of the office.,5 years ago,Delhi,108411458344158362681,165,0.4215,positive
TCS,1,"Most of the products are cheap and I am clear will never buy their products, their cancellation policy is a farce. Do not buy their products",4 years ago,Delhi,113271016455740755996,282,-0.0258,negative
TCS,4,"Good products but very bad sarvice

Thanku",2 years ago,Delhi,103593905531917134352,15,-0.6416,negative
TCS,2,Not a good produxt,5 years ago,Delhi,113252543573289412710,44,-0.3412,negative
TCS,1,Office is closed last 2 years.,3 years ago,Delhi,114685949792452844018,261,0.0,neutral
TCS,5,Best Place To Work,7 years ago,Delhi,107338477345606427760,29,0.6369,positive
TCS,4,Nice company to work with,6 years ago,Delhi,114381124497643561933,123,0.4215,positive
TCS,4,Did not expirienc,3 years ago,Delhi,107493223599691680237,17,0.0,neutral
Infosys,5,Nice ambience with good office space. It's situated on the 7th floor of Tower B and nearest metro is Phase 3.,2 years ago,Delhi,103732511027120165483,91,0.6908,positive
Infosys,4,Nice place to visit. Hope to get internship there in some years. One of India's nameful company. If you visit some places like this You will see modern India,6 years ago,Delhi,116018830175316177279,16,0.802,positive
